,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
170,,,480455,0,0,0,0,0,2,0.0,,0,Jarrad,0.0,170,False,,,40,480455.jpg,0.0,Branthwaite,7.5,False,,a,7,11,11,0,0,0,0,0.0,2.8,Branthwaite,299,0,0,1,6,0,0,0,0,0,0,2,69,66.0,2.2,0.0,6.9,327,121,342,129,354,140,347,125
171,,,40559,0,0,0,0,0,1,0.0,,0,Fabricio,0.0,171,False,,,40,40559.jpg,0.0,Agosto Ramírez,2.7,False,,a,8,54,0,0,0,0,0,0.0,0.0,Fabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,30,357,11,337,5,377,30
172,,,55038,0,0,0,0,0,3,0.0,,0,Kevin,0.0,172,False,,,50,55038.jpg,0.0,McDonald,0.1,False,,a,8,54,0,0,0,0,0,0.0,0.0,McDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,172,432,172,426,171,438,172
173,,,61739,0,0,0,0,0,2,0.0,,0,Maxime,0.0,173,False,,,45,61739.jpg,0.0,Le Marchand,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Le Marchand,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,149,385,149,370,144,398,149
174,,,61916,0,0,0,0,0,3,0.0,,0,Stefan,0.0,174,False,,,50,61916.jpg,0.0,Johansen,0.1,False,,a,8,54,0,0,0,0,0,0.0,0.0,Johansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,174,436,174,430,173,442,174
175,,,76357,0,0,0,0,0,3,0.0,,0,Tom,0.0,175,False,,,55,76357.jpg,0.0,Cairney,0.6,False,,a,8,54,0,0,0,0,0,0.0,0.0,Cairney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,190,465,190,463,190,465,190
176,,,82514,0,0,0,0,0,2,0.0,,0,Tim,0.0,176,False,,,45,82514.jpg,0.0,Ream,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Ream,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,152,390,152,375,147,402,152
177,,,83543,0,0,0,0,0,3,0.0,,0,Anthony,0.0,177,False,,,55,83543.jpg,0.0,Knockaert,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,191,467,191,465,191,467,191
178,,,84915,0,0,0,0,0,2,0.0,,0,Michael,0.0,178,False,,,45,84915.jpg,0.0,Hector,0.5,False,,a,8,54,0,0,0,0,0,0.0,0.0,Hector,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,403,153,391,153,376,148,403,153
179,,,87107,0,0,0,0,0,2,0.0,,0,Cyrus,0.0,179,False,,,45,87107.jpg,0.0,Christie,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Christie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,154,392,154,377,149,404,154
180,,,92259,0,0,0,0,0,3,0.0,,0,Neeskens,0.0,180,False,,,50,92259.jpg,0.0,Kebano,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Kebano,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,176,441,176,435,175,445,176
181,,,96994,0,0,0,0,0,4,0.0,,0,Bobby,0.0,181,False,,,55,96994.jpg,0.0,Decordova-Reid,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Decordova-Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,57,468,57,466,57,468,57
182,,,101105,0,0,0,0,0,2,0.0,,0,Joe,0.0,182,False,,,50,101105.jpg,0.0,Bryan,2.5,False,,a,8,54,0,0,0,0,0,0.0,0.0,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,171,442,171,437,170,446,171
183,,,122074,0,0,0,0,0,1,0.0,,0,Marcus,0.0,183,False,,,45,122074.jpg,0.0,Bettinelli,0.5,False,,a,8,54,0,0,0,0,0,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,411,41,401,31,388,28,411,41
184,,,128389,0,0,0,0,0,4,0.0,,0,Aleksandar,0.0,184,False,,,60,128389.jpg,0.0,Mitrović,29.0,False,,a,8,54,0,0,0,0,0,0.0,0.0,Mitrović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,477,60,477,60,477,60,477,60
185,,,149266,0,0,0,0,0,2,0.0,,0,Alfie,0.0,185,False,,,45,149266.jpg,0.0,Mawson,0.2,False,,a,8,54,0,0,0,0,0,0.0,0.0,Mawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,159,403,159,390,155,412,159
186,,,155529,0,0,0,0,0,1,0.0,,0,Marek,0.0,186,False,,,45,155529.jpg,0.0,Rodák,1.0,False,,a,8,54,0,0,0,0,0,0.0,0.0,Rodák,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,42,407,33,394,30,416,42
187,,,166324,0,0,0,0,0,3,0.0,,0,Ivan Ricardo,0.0,187,False,,,55,166324.jpg,0.0,Neves Abreu Cavaleiro,0.3,False,,a,8,54,0,0,0,0,0,0.0,0.0,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,193,471,193,469,193,471,193
188,,,168765,0,0,0,0,0,3,0.0,,0,Josh,0.0,188,False,,,50,168765.jpg,0.0,Onomah,0.4,False,,a,8,54,0,0,0,0,0,0.0,0.0,Onomah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,179,448,179,445,179,451,179
189,,,170271,0,0,0,0,0,3,0.0,,0,Jean Michaël,0.0,189,False,,,50,170271.jpg,0.0,Seri,0.2,False,,a,8,54,0,0,0,0,0,0.0,0.0,Seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,180,449,180,446,180,452,180
190,,,197030,0,0,0,0,0,3,0.0,,0,Aboubakar,0.0,190,False,,,50,197030.jpg,0.0,Kamara,0.2,False,,a,8,54,0,0,0,0,0,0.0,0.0,Kamara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,184,453,184,450,184,456,184
191,,,203325,0,0,0,0,0,3,0.0,,0,André-Frank,0.0,191,False,,,45,203325.jpg,0.0,Zambo Anguissa,0.7,False,,a,8,54,0,0,0,0,0,0.0,0.0,Anguissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,167,415,167,403,161,424,167
192,,,208998,0,0,0,0,0,2,0.0,,0,Zeze Steven,0.0,192,False,,,45,208998.jpg,0.0,Sessegnon,0.9,False,,a,8,54,0,0,0,0,0,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,165,416,165,404,162,425,165
193,,,15033,0,0,0,0,0,2,0.0,,0,Wes,0.0,216,False,,,45,15033.jpg,0.0,Morgan,0.3,False,,a,9,13,19,0,0,0,0,0.0,4.2,Morgan,430,0,0,1,6,0,0,0,0,0,0,2,87,85.8,2.1,58.0,14.5,318,119,343,130,273,93,328,119
194,,,17745,0,0,0,0,0,1,0.0,,0,Kasper,0.0,217,False,,,55,17745.jpg,0.0,Schmeichel,7.8,False,,a,9,13,156,0,0,0,0,0.0,28.4,Schmeichel,3420,0,0,13,41,0,2,0,2,0,97,10,707,863.4,30.0,2.0,89.6,18,4,303,2,333,2,156,4
195,0.0,,37402,0,0,0,0,0,2,0.0,,0,Christian,0.0,218,False,Groin Injury - Expected back 24 Oct,2020-08-15T10:00:11.758506Z,45,37402.jpg,0.0,Fuchs,0.0,False,,i,9,13,26,0,0,0,0,0.0,5.8,Fuchs,770,0,0,2,10,0,0,0,0,0,0,2,139,144.4,53.5,20.0,21.8,290,110,276,93,306,112,312,112
196,0.0,,37642,0,0,0,0,0,2,0.0,,0,Jonny,0.0,219,False,Suspended - unknown return date,2020-08-15T10:00:11.782354Z,55,37642.jpg,0.0,Evans,0.2,False,,s,9,13,128,0,0,0,0,0.0,23.3,Evans,3384,1,2,13,41,1,0,0,7,1,0,12,707,755.2,131.9,325.0,121.4,36,11,207,54,106,16,97,20
197,,,46483,0,0,0,0,0,3,0.0,,0,Adrien,0.0,220,False,,,45,46483.jpg,0.0,Silva,0.4,False,,a,9,13,0,0,0,0,0,0.0,0.0,Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,162,380,162,363,155,394,162
198,,,51938,0,0,0,0,0,3,0.0,,0,Marc,0.0,221,False,,,55,51938.jpg,0.0,Albrighton,0.2,False,,a,9,13,38,0,0,0,0,0.0,6.9,Albrighton,857,0,3,3,11,0,0,0,2,0,0,1,185,190.6,287.9,102.0,58.1,267,115,125,83,231,118,233,114
199,,,61604,0,0,0,0,0,3,0.0,,0,Matty,0.0,222,False,,,45,61604.jpg,0.0,James,0.4,False,,a,9,13,1,0,0,0,0,0.0,0.2,James,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1,376,161,355,161,369,156,376,161
200,,,95463,0,0,0,0,0,1,0.0,,0,Danny,0.0,223,False,,,45,95463.jpg,0.0,Ward,0.3,False,,a,9,13,0,0,0,0,0,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,406,39,394,27,380,23,406,39
201,,,101668,0,0,0,0,0,4,0.0,,0,Jamie,0.0,224,False,,,100,101668.jpg,0.0,Vardy,10.1,False,,a,9,13,210,0,0,0,0,0.0,21.0,Vardy,3032,23,7,11,38,0,0,1,3,0,0,34,775,1026.0,418.4,1455.0,288.8,4,1,85,9,8,6,9,4
202,,,106837,0,0,0,0,0,3,0.0,,0,Dennis,0.0,225,False,,,55,106837.jpg,0.0,Praet,0.1,False,,a,9,13,54,0,0,0,0,0.0,9.8,Praet,1122,1,3,2,17,0,0,0,2,0,0,3,203,196.2,161.6,210.0,56.5,265,114,192,118,162,88,236,115
203,0.0,,111931,0,0,0,0,0,2,0.0,,0,Ricardo Domingos,0.0,226,False,Knee injury - Expected back 01 Oct,2020-08-15T10:00:11.805174Z,60,111931.jpg,0.0,Barbosa Pereira,0.4,False,,i,9,13,123,0,0,0,0,0.0,20.5,Pereira,2520,3,2,10,27,0,0,0,1,0,0,11,568,738.0,446.5,235.0,141.9,41,15,66,11,147,27,68,10
204,0.0,,155569,0,0,0,0,0,2,0.0,,0,Daniel,0.0,227,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.830679Z,40,155569.jpg,0.0,Amartey,0.1,False,,i,9,13,0,0,0,0,0,0.0,0.0,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,382,139,363,138,343,131,382,139
205,,,166989,0,0,0,0,0,3,0.0,,0,Youri,0.0,228,False,,,65,166989.jpg,0.0,Tielemans,1.2,False,,a,9,13,117,0,0,0,0,0.0,18.0,Tielemans,2823,3,6,12,35,0,0,0,2,0,0,5,531,566.6,805.4,502.0,187.6,81,27,18,15,64,33,41,22
206,,,168580,0,0,0,0,0,3,0.0,,0,Ayoze,0.0,229,False,,,65,168580.jpg,0.0,Pérez,1.9,False,,a,9,13,129,0,0,0,0,0.0,19.8,Pérez,1998,8,5,9,25,0,0,0,0,0,0,9,402,547.4,443.9,779.0,177.3,95,31,69,52,36,17,44,24
207,,,172632,0,0,0,0,0,3,0.0,,0,Demarai,0.0,230,False,,,55,172632.jpg,0.0,Gray,0.2,False,,a,9,13,44,0,0,0,0,0.0,8.0,Gray,605,2,4,1,6,0,0,1,1,0,0,0,151,205.4,242.3,263.0,70.8,259,112,145,94,131,76,193,97
208,,,172780,0,0,0,0,0,3,0.0,,0,James,0.0,231,False,,,70,172780.jpg,0.0,Maddison,8.2,False,,a,9,13,125,0,0,0,0,0.0,17.9,Maddison,2624,6,5,10,26,0,0,0,4,0,0,14,548,642.4,1246.4,702.0,259.2,59,16,3,2,41,22,17,10
209,0.0,,172850,0,0,0,0,0,2,0.0,,0,Benjamin,0.0,232,False,Foot injury - Unknown return date,2020-08-15T10:00:11.852853Z,55,172850.jpg,0.0,Chilwell,1.8,False,,i,9,13,114,0,0,0,0,0.0,20.7,Chilwell,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208.0,130.0,96,38,40,6,164,34,84,15
210,,,173515,0,0,0,0,0,4,0.0,,0,Kelechi,0.0,233,False,,,60,173515.jpg,0.0,Iheanacho,0.6,False,,a,9,13,64,0,0,0,0,0.0,10.7,Iheanacho,953,5,4,3,9,0,0,0,1,0,0,7,204,288.2,204.2,603.0,109.4,210,25,165,22,51,23,112,23
211,,,197469,0,0,0,0,0,3,0.0,,0,Hamza,0.0,234,False,,,50,197469.jpg,0.0,Choudhury,0.1,False,,a,9,13,35,0,0,0,0,0.0,7.0,Choudhury,883,1,1,3,12,0,0,0,2,1,0,0,153,177.6,70.0,83.0,33.1,273,118,256,133,248,125,288,129
212,,,201666,0,0,0,0,0,3,0.0,,0,Harvey,0.0,235,False,,,70,201666.jpg,0.0,Barnes,3.2,False,,a,9,13,133,0,0,0,0,0.0,19.0,Barnes,2075,6,10,9,24,0,0,0,0,0,0,9,394,525.0,517.4,893.0,193.7,108,37,45,36,30,15,38,21
213,,,203341,0,0,0,0,0,3,0.0,,0,Wilfred,0.0,236,False,,,50,203341.jpg,0.0,Ndidi,1.5,False,,a,9,13,85,0,0,0,0,0.0,17.0,Ndidi,2671,2,1,12,32,0,0,0,6,0,0,5,443,611.6,254.4,205.0,107.2,66,19,140,91,167,91,120,67
214,,,213405,0,0,0,0,0,2,0.0,,0,Filip,0.0,237,False,,,45,213405.jpg,0.0,Benkovic,0.2,False,,a,9,13,0,0,0,0,0,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,166,417,166,407,163,426,166
215,,,218031,0,0,0,0,0,2,0.0,,0,Çaglar,0.0,238,False,,,55,218031.jpg,0.0,Söyüncü,7.9,False,,a,9,13,120,0,0,0,0,0.0,21.8,Söyüncü,3036,1,1,12,35,0,0,0,4,1,0,12,681,755.6,79.0,238.0,107.5,35,10,244,78,144,26,118,28
216,,,220627,0,0,0,0,0,2,0.0,,0,James,0.0,239,False,,,45,220627.jpg,0.0,Justin,1.7,False,,a,9,13,35,0,0,0,0,0.0,7.8,Justin,1010,0,1,4,14,1,0,0,1,0,0,0,196,240.6,195.0,61.0,49.6,236,93,169,38,272,92,256,83
217,,,244619,0,0,0,0,0,2,0.0,,0,Luke,0.0,240,False,,,45,244619.jpg,0.0,Thomas,0.3,False,,a,9,13,15,0,0,0,0,0.0,3.3,Thomas,267,0,1,1,4,0,0,0,0,0,0,3,70,78.4,149.8,10.0,23.9,320,120,199,51,319,120,306,108
218,,,28690,0,0,0,0,0,3,0.0,,0,Pablo,0.0,193,False,,,60,28690.jpg,0.0,Hernández Domínguez,4.7,False,,a,10,2,0,0,0,0,0,0.0,0.0,Hernández,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,197,476,197,474,197,476,197
219,,,39790,0,0,0,0,0,1,0.0,,0,Francisco,0.0,194,False,,,45,39790.jpg,0.0,Casilla Cortés,4.6,False,,a,10,2,0,0,0,0,0,0.0,0.0,Casilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,36,377,21,360,16,392,36
220,,,55914,0,0,0,0,0,2,0.0,,0,Liam,0.0,195,False,,,45,55914.jpg,0.0,Cooper,1.3,False,,a,10,2,0,0,0,0,0,0.0,0.0,Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,147,381,147,364,142,395,147
221,,,57913,0,0,0,0,0,2,0.0,,0,Barry,0.0,196,False,,,40,57913.jpg,0.0,Douglas,16.3,False,,a,10,2,0,0,0,0,0,0.0,0.0,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,137,359,136,339,129,379,137
222,,,66588,0,0,0,0,0,2,0.0,,0,Luke,0.0,197,False,,,45,66588.jpg,0.0,Ayling,8.2,False,,a,10,2,0,0,0,0,0,0.0,0.0,Ayling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,150,386,150,371,145,399,150
223,,,72222,0,0,0,0,0,3,0.0,,0,Mateusz,0.0,198,False,,,55,72222.jpg,0.0,Klich,1.2,False,,a,10,2,0,0,0,0,0,0.0,0.0,Klich,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,189,464,189,462,189,464,189
224,,,80179,0,0,0,0,0,3,0.0,,0,Adam,0.0,199,False,,,50,80179.jpg,0.0,Forshaw,0.1,False,,a,10,2,0,0,0,0,0,0.0,0.0,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443,175,438,175,432,174,443,175
225,,,87873,0,0,0,0,0,2,0.0,,0,Stuart,0.0,200,False,,,45,87873.jpg,0.0,Dallas,10.7,False,,a,10,2,0,0,0,0,0,0.0,0.0,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,155,393,155,378,150,405,155
226,,,105377,0,0,0,0,0,2,0.0,,0,Ezgjan,0.0,201,False,,,45,105377.jpg,0.0,Alioski,1.6,False,,a,10,2,0,0,0,0,0,0.0,0.0,Alioski,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,156,397,156,384,152,408,156
227,,,106617,0,0,0,0,0,4,0.0,,0,Patrick,0.0,202,False,,,55,106617.jpg,0.0,Bamford,13.1,False,,a,10,2,0,0,0,0,0,0.0,0.0,Bamford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,469,58,469,58,467,58,469,58
228,,,221399,0,0,0,0,0,3,0.0,,0,Jack,0.0,203,False,,,55,221399.jpg,0.0,Harrison,1.6,False,,a,10,2,0,0,0,0,0,0.0,0.0,Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475,196,475,196,473,196,475,196
229,,,155405,0,0,0,0,0,3,0.0,,0,Kalvin,0.0,204,False,,,50,155405.jpg,0.0,Phillips,2.4,False,,a,10,2,0,0,0,0,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,177,446,177,442,176,449,177
230,,,165808,0,0,0,0,0,3,0.0,,0,Hélder Wander,0.0,205,False,,,55,165808.jpg,0.0,Sousa de Azevedo e Costa,0.5,False,,a,10,2,0,0,0,0,0,0.0,0.0,Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470,192,470,192,468,192,470,192
231,,,173821,0,0,0,0,0,3,0.0,,0,Tyler,0.0,206,False,,,50,173821.jpg,0.0,Roberts,0.2,False,,a,10,2,0,0,0,0,0,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453,181,450,181,447,181,453,181
232,,,204642,0,0,0,0,0,3,0.0,,0,Jay-Roy,0.0,207,False,,,50,204642.jpg,0.0,Grot,0.1,False,,a,10,2,0,0,0,0,0,0.0,0.0,Grot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,185,454,185,452,185,457,185
233,,,214987,0,0,0,0,0,1,0.0,,0,Kamil,0.0,208,False,,,40,214987.jpg,0.0,Miazek,3.0,False,,a,10,2,0,0,0,0,0,0.0,0.0,Miazek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,33,365,15,346,9,384,33
234,,,215460,0,0,0,0,0,3,0.0,,0,Ian Carlo,0.0,209,False,,,45,215460.jpg,0.0,Poveda-Ocampo,0.5,False,,a,10,2,0,0,0,0,0,0.0,0.0,Poveda-Ocampo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427,168,418,168,408,164,427,168
235,,,221610,0,0,0,0,0,3,0.0,,0,Jamie,0.0,210,False,,,50,221610.jpg,0.0,Shackleton,0.1,False,,a,10,2,0,0,0,0,0,0.0,0.0,Shackleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,186,456,186,454,186,459,186
236,,,222694,0,0,0,0,0,2,0.0,,0,Pascal,0.0,211,False,,,40,222694.jpg,0.0,Struijk,2.0,False,,a,10,2,0,0,0,0,0,0.0,0.0,Struijk,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,141,367,140,348,134,386,141
237,,,434138,0,0,0,0,0,3,0.0,,0,Jordan,0.0,212,False,,,45,434138.jpg,0.0,Stevens,2.3,False,,a,10,2,0,0,0,0,0,0.0,0.0,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,170,423,170,416,168,432,170
238,,,437495,0,0,0,0,0,1,0.0,,0,Illan,0.0,213,False,,,45,437495.jpg,0.0,Meslier,2.2,False,,a,10,2,0,0,0,0,0,0.0,0.0,Meslier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,45,424,36,417,33,433,45
239,,,455084,0,0,0,0,0,2,0.0,,0,Leif,0.0,214,False,,,40,455084.jpg,0.0,Davis,1.5,False,,a,10,2,0,0,0,0,0,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389,144,371,144,352,138,389,144
240,,,467114,0,0,0,0,0,2,0.0,,0,Oliver,0.0,215,False,,,40,467114.jpg,0.0,Casey,1.0,False,,a,10,2,0,0,0,0,0,0.0,0.0,Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,145,372,145,353,139,390,145
241,,,15157,0,0,0,0,0,3,0.0,,0,James,0.0,241,False,,,55,15157.jpg,0.0,Milner,0.2,False,,a,11,14,49,0,0,0,0,0.0,8.9,Milner,924,2,2,4,9,0,0,0,4,0,0,3,198,237.2,177.1,100.0,51.4,240,102,181,114,237,121,250,118
242,,,214285,0,0,0,0,0,2,0.0,,0,Konstantinos,0.0,242,False,,,50,214285.jpg,0.0,Tsimikas,0.3,False,,a,11,14,0,0,0,0,0,0.0,0.0,Tsimikas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,173,455,173,453,173,458,173
243,,,41733,0,0,0,0,0,3,0.0,,0,Georginio,0.0,243,False,,,55,41733.jpg,0.0,Wijnaldum,1.3,False,,a,11,14,107,0,0,0,0,0.0,19.5,Wijnaldum,2933,4,0,12,28,0,0,0,0,0,0,5,503,452.8,344.1,423.0,122.0,132,52,102,69,77,41,96,57
244,,,56979,0,0,0,0,0,3,0.0,,0,Jordan,0.0,244,False,,,55,56979.jpg,0.0,Henderson,4.4,False,,a,11,14,116,0,0,0,0,0.0,21.1,Henderson,2234,4,5,16,14,0,0,0,2,0,0,11,530,582.6,425.9,275.0,128.5,76,25,80,57,125,71,88,52
245,,,60706,0,0,0,0,0,1,0.0,,0,Adrián,0.0,245,False,,,45,60706.jpg,0.0,San Miguel del Castillo,0.3,False,,a,11,14,27,0,0,0,0,0.0,6.0,Adrián,873,0,0,2,10,0,0,0,1,0,18,0,136,131.4,0.0,0.0,13.2,296,22,384,24,368,20,331,22
246,,,60914,0,0,0,0,0,2,0.0,,0,Joel,0.0,246,False,,,55,60914.jpg,0.0,Matip,0.5,False,,a,11,14,39,0,0,0,0,0.0,7.1,Matip,703,1,0,3,5,0,0,0,0,0,0,4,167,198.2,23.0,39.0,26.2,264,100,314,117,291,105,299,106
247,,,68312,0,0,0,0,0,3,0.0,,0,Xherdan,0.0,247,False,,,65,68312.jpg,0.0,Shaqiri,0.1,False,,a,11,14,15,0,0,0,0,0.0,2.3,Shaqiri,181,1,0,1,2,0,0,0,0,0,0,0,54,47.8,51.6,37.0,13.7,336,141,280,142,292,140,330,143
248,,,81880,0,0,0,0,0,3,0.0,,0,Alex,0.0,248,False,,,65,81880.jpg,0.0,Oxlade-Chamberlain,0.3,False,,a,11,14,76,0,0,0,0,0.0,11.7,Chamberlain,1475,4,1,8,12,1,0,0,1,0,0,2,268,300.0,298.2,406.0,99.9,203,85,120,78,84,44,134,71
249,,,92217,0,0,0,0,0,4,0.0,,0,Roberto,0.0,249,False,,,95,92217.jpg,0.0,Firmino,2.6,False,,a,11,14,155,0,0,0,0,0.0,16.3,Firmino,2985,9,9,16,26,0,0,0,0,0,0,20,592,733.6,703.0,1638.0,307.5,42,8,24,1,4,2,6,2
250,,,97032,0,0,0,0,0,2,0.0,,0,Virgil,0.0,250,False,,,65,97032.jpg,0.0,van Dijk,21.3,False,,a,11,14,178,0,0,0,0,0.0,27.4,van Dijk,3420,5,2,15,33,0,0,0,1,0,0,14,804,930.2,152.4,467.0,154.8,10,2,197,49,70,4,53,6
251,,,110979,0,0,0,0,0,3,0.0,,0,Sadio,0.0,251,False,,,120,110979.jpg,0.0,Mané,8.5,False,,a,11,14,221,0,0,0,0,0.0,18.4,Mané,2745,18,10,12,28,0,0,0,3,0,0,27,689,1010.2,826.6,1239.0,307.7,6,3,14,11,14,5,5,4
252,,,116535,0,0,0,0,0,1,0.0,,0,Alisson,0.0,252,False,,,60,116535.jpg,0.0,Ramses Becker,9.1,False,,a,11,14,122,0,0,0,0,0.0,20.3,Alisson,2543,0,1,13,24,0,0,0,0,1,58,11,558,503.0,10.0,0.0,51.5,117,17,333,8,475,46,249,15
253,,,116643,0,0,0,0,0,3,0.0,,0,Fabio Henrique,0.0,253,False,,,55,116643.jpg,0.0,Tavares,1.0,False,,a,11,14,77,0,0,0,0,0.0,14.0,Fabinho,2073,2,3,6,26,0,0,0,6,0,0,8,403,431.6,322.4,85.0,84.0,146,57,112,74,246,123,165,87
254,,,118748,0,0,0,0,0,3,0.0,,0,Mohamed,0.0,254,False,,,120,118748.jpg,0.0,Salah,26.4,False,,a,11,14,233,0,0,0,0,0.0,19.4,Salah,2879,19,10,16,26,0,0,0,1,0,0,26,661,1061.2,834.8,2156.0,405.1,2,2,13,10,1,1,2,2
255,,,122798,0,0,0,0,0,2,0.0,,0,Andrew,0.0,255,False,,,70,122798.jpg,0.0,Robertson,10.7,False,,a,11,14,181,0,0,0,0,0.0,25.9,Robertson,3111,2,12,13,31,0,0,0,2,0,0,20,847,845.8,980.2,389.0,221.7,20,5,9,3,85,10,27,2
256,,,152760,0,0,0,0,0,4,0.0,,0,Divock,0.0,256,False,,,55,152760.jpg,0.0,Origi,1.3,False,,a,11,14,65,0,0,0,0,0.0,11.8,Origi,699,4,3,2,12,0,0,0,1,0,0,8,230,201.8,128.8,222.0,55.0,261,30,210,34,153,39,239,34
